num,                                                                                                                                             text,      screenName,retweetCount,retweeted,longitude,latitude
811,          Freeze-drying makes the best instant coffee product! Create indivdual packets that are easily portable and flavour packed with Canagra!, DemarcusWalton2,0,FALSE,       NA,      NA
812,"                          @ninethreeseven @TheMinOfCoffee Oh my, that looks divine. I'll have to stop by for a visit! #coffee #ottawa #support613", splendid_events,1,FALSE,       NA,      NA
813,                                                                                                       I have a weird craving for rum and coffee., Minnici_mermaid,1,FALSE,       NA,      NA
814,"   We're SO happy for our friends at Wild River Grille, Chapel Tavern, Wood-Fire Roasted Coffee Company LLC &amp; Noble... http://t.co/VqdIrJcAfu", BiggestLittleGp,0,FALSE,       NA,      NA
815,                                                                                @Jay_Lijewski nah I'm not taking about roasted coffee samples. :),      colecoffee,0,FALSE,       NA,      NA
816,                       Waiting to be unleashed. lacolombecoffee in your cup. #coffee #santabarbara #funkzone @ Lucky Penny http://t.co/CGiykXJnQ5,    luckypennysb,0,FALSE,       NA,      NA
817,"                                                                   - my brain, after coffee, right now #emojiexplanatoryemotions #idonthaveemojis",   rachel_rianne,0,FALSE,       NA,      NA
818,"                                                                                       @imaleetuh The innocent man, Queen and i, coffee house. :)",    LightningBRY,1,FALSE,       NA,      NA
819,                                   @alliwinnington Um... Hmh. I didn't think about that. So I always start with coffee because it's my addiction.,   TotallyAusten,0,FALSE,       NA,      NA
820,                                                                                         @MidenceOliu But we can't meet up for coffee? Oh. I see.,      SeptembreA,0,FALSE,       NA,      NA
821,                                                                                        They make hookas over here with old version coffee makers,         wavey_O,0,FALSE,       NA,      NA
822,                                                                       how I hope mine turns out! shabby chic coffee table http://t.co/DoDOMwugHC,      lorrhudson,0,FALSE,       NA,      NA
823,                                                                                         omg the auroma in coffee bean makes me feel super hungry,       megannnt_,0,FALSE,       NA,      NA
824,"          In Need of a Coffee Table... Great condition, great personality and hate to see him hit the trash! Move quick... http://t.co/vxFLMjCuHL",  SociallyScene_,0,FALSE,       NA,      NA
825,                                                                                    Im gonna become a coffee lover I swear. Say Hi to high blood.,         jnfyaqn,0,FALSE,       NA,      NA
826,                                                                                                                                 Need more coffee,          scobyt,0,FALSE,       NA,      NA
827,     Haha ?@MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.?, clevelndrocks93,0,FALSE,       NA,      NA
828,"                                                                                                      39 tea or coffee- ehh why no both, but tea.",  OfMiceAndJosh_,0,FALSE,       NA,      NA
829,                                                                                                                               I want some coffee,      MosaZandra,0,FALSE,       NA,      NA
830,                       @_anaele OH MY!! You're rich! I got like 7k bells from apples &amp, money I found in trees but then I spent some on coffee,    iBeliebNiall,0,FALSE,       NA
831,                                                                                              Coffee Humor | Happy Friday! http://t.co/LrFIgIMsdv,       fmancini3,0,FALSE,       NA,      NA
832,                    Stop for coffee was totes worth it. They had the sticker I've been looking for forever! @ Dutch Bros.? http://t.co/MLlym8JztX,      traverwall,0,FALSE,       NA,      NA
833,     RT @srconrad64: Doesn't get better than this! @STLBiz #MIBW honors super @triciazf @Kaldis_Coffee team with @StJoeAngels http://t.co/fdU8VK?,        jonRfalk,3,FALSE,       NA,      NA
834,                                                                                                                             Gonna go make coffee,   ImJustACatato,0,FALSE,       NA,      NA
835,                                                                                                                        Coffee time then bed time,         Oohjay_,0,FALSE,       NA,      NA
836,                             ?@Nick_Stephens29: I thought Amanda said she didn't like Starbucks... ? I don't like coffee. That didn't have coffee,    mandirae1998,0,FALSE,       NA,      NA
837,                                                                                           @v_diMichele bitch all you like is ice coffee and !!!!, highanaflawless,1,FALSE,       NA,      NA
838,                                                                              Who wants a free pound of ground coffee from Starbucks? I got it...,        tom_1492,0,FALSE,       NA,      NA
839,                                                                                            NOBODY WANTS TO HAVE COFFEE WITH THE PRINCIPAL . stop,   valerie_bby16,1,FALSE,       NA,      NA
840,                                                                                                                                   I love coffee.,   Str8KillingEm,1,FALSE,       NA,      NA
841,"                                                         I'm going vegan. Yes, I will live off dolphin safe cigarettes and organic Angolan coffee",      keightleyy,0,FALSE,       NA,      NA
842,             i told the girl half coffee half french vanillaa! alll i tasstteee is cooffffeeeee!!!!! not guna sleep tonight thats for fuckn sure!,      minadawood,0,FALSE,       NA,      NA
843,                                                              I liked a @YouTube video http://t.co/ffRMaYxLFH Can I get a cup of coffee... black?,  FifaGamer94_HD,0,FALSE,       NA,      NA
844,                                                         Coffee for you unn:) @_fykt: I would rather drink coffee than tea http://t.co/djcgvpAcGu,       _fykaeuns,0,FALSE,       NA,      NA
845,                                                           @TheeSharp @Allurqqn4 @BGSSW @lisabdah @shemarmoore lol Pepsi is my morning coffee lol,     HaleySlack_,0,FALSE,       NA,      NA
846,                                  Having an actual office has made me incredibly more productive. Don't know how I ever did work in coffee shops., StevePampinella,0,FALSE,       NA,      NA
847,                                                                                                      @ymesc_klb you ain't bout this fitness life, Coffee_nO_Cream,0,FALSE,       NA,      NA
848,                                       My thought every morning ?@MensHumor: Not sure if I need more coffee or just need a new job.? @SamShearer1, smile_its_woody,0,FALSE,       NA,      NA
849,     just got back from coffee with my cuz. She got fat! Hah. Never really liked her anyway. Too catty. Was just being polite. Won't happen again,  BrattiPrincess,0,FALSE,       NA,      NA
850,"                                                   Hobart, you are freezing! But your coffee is amazing @ Villino Espresso http://t.co/arjnrhwuiX",   MirandagraceF,0,FALSE,       NA,      NA
851,                     Starting the cycling day right with soy green tea + coffee shot. Gorgeous day isabelwonggg leggo!! :D http://t.co/U4zzWVBHxx,    KatherineCai,0,FALSE,       NA,      NA
852,                                                                           #Coffee and #Cigarettes https://t.co/o1pUoIvC9t http://t.co/qH51LyPG0d, LookWhatI_Found,0,FALSE,       NA,      NA
853,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,       rajivbais,42,FALSE,       NA,      NA
854,                                                                                      RT @jessyroberts13: I think I want a cup of coffee #JudgeMe,   Str8KillingEm,3,FALSE,       NA,      NA
855,"                                                             Get QOT: Samgyetang, Iced Coffee, and Ice Rooms http://t.co/z2f6kzfTqN via @qiranger",   NomadicSamuel,0,FALSE,       NA,      NA
856," #distill13 gave chrome bags, field notes, pour over Ritual coffee, Smitten Ice Cream, family-style picnic lunch, &amp; lawn games. #hipster_conf",            jina,0,FALSE,       NA,      NA
857,                                                                                             Come join us for some coffee! http://t.co/FgNIus3iQJ,  Kingswaykebabs,0,FALSE,       NA,      NA
858,"     RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",     Athomas1524,1600,FALSE,       NA,      NA
859,                                                                               Can't wait for this free coffee I'm bout to get from work tomorrow,     sara_toomey,0,FALSE,       NA,      NA
860,                                                       Trying to sleep have a long day tomorrow!!! Guess this means a lot of coffee tomorrow !!!!,    freshsteph27,0,FALSE,       NA,      NA
861,       Worse food and worse service in Auckland. Congratulations to The Coffee Club Takapuna. I feel sick after lunch :- ( http://t.co/7L7E1OVHjs,  chefalinepaiva,0,FALSE,       NA,      NA
862,                                                                                                        #RAC1067 I vote for Coffee Shop by CNBLUE,  nehemiahandrew,0,FALSE,       NA,      NA
863,                                                                            RT @venecixa: Coffee doesn't ask silly questions. Coffee understands.,    ellsbells519,1,FALSE,       NA,      NA
864,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV., straight_edge76,42,FALSE,       NA,      NA
865,"                             Photos: Elephant Dung Coffee, the World?s Most Expensive | Asia Pacific | World | Epoch Times http://t.co/D6erE3agJB",   SolubleCoffee,0,FALSE,       NA,      NA
866,"                                               You drink it every morning, but how much do you actually know about coffee? http://t.co/aV98Vx8rjb",         timkola,0,FALSE,       NA,      NA
867,                                 @lorisica @BrandIdeas it is winter in Timm's world so I imagine he is trying to stay warm with coffee #mediachat,      tburgess57,0,FALSE,       NA,      NA
868,     ...found that the suicide risk was cut by around 50 percent for caffeine fiends &gt, Coffee and Suicide http://t.co/Du3xOdInqw @freakonomics,          SaayaY,0,FALSE,       NA
869,"                                   @deryasarii Told you man, everything falls into place and life shall be good and filled with coffee at college",   Tiggre_Fulton,0,FALSE,       NA,      NA
870,                                                                         I drank too much coffee without eating and now I feel not of this earth.,    gothamcities,0,FALSE,       NA,      NA
871,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,     CT_BallHawk,42,FALSE,       NA,      NA
872,     This man wants to meet for coffee after my readings.I told him I probably won't be done until around midnight. He just wants a free reading.,     Awapuhi2000,0,FALSE,       NA,      NA
873,"      @TotallyTobes really? last time i had a coffee from there it was reheated milk, shot llike dishwater and i threw it in bin after 2 sips : (",      shannysena,0,FALSE,       NA,      NA
874,                                                                                                       Coffee coffee coffee coffee #cravingCoffee,   susilovesyou1,0,FALSE,       NA,      NA
875,Ok Friends Thankyou all 4 your tweets .Goodnight and sleep well See you for morning coffee GodBless &gt,&gt,@lexielewis888 &amp, Fight4 #Benghazi,     alesserroad,0
876,                                                                                                           This coffee not nice sia. I dont like.,         jnfyaqn,0,FALSE,       NA,      NA
877,                                                    10 Nasty Things Drinking Too Much Coffee Does To You http://t.co/pxI9hQMlws via @clusterstock,        zongyi83,0,FALSE,       NA,      NA
878,                                          *takes off his hate placing it on @AlluringCollins head chuckles and starts walking to the coffee shop*,    Jamie_CBower,0,FALSE,       NA,      NA
879,                                                                                                     Cousin sister made me coffee. I love her. :3,    yeeshienIZED,0,FALSE,       NA,      NA
880,                                                                        Thirsty for Your Love by David Hasselhoff is now #1 on the German charts.,   gansettcrooks,0,FALSE,       NA,      NA
881,                                                           RT @bryanlaca: nahhh Melanie u is fa sho like an ummm a Coffee table ,) ) yeeeee lmaoo,     LittleMelss,1,FALSE,       NA
882,                                                      lmfao!!!@bryanlaca: nahhh Melanie u is fa sho like an ummm a Coffee table ,) ) yeeeee lmaoo,     LittleMelss,1,FALSE,       NA
883,                                                                                                      Alone like a stone : http://t.co/7pLMP94ZWK,   ziyangyangtan,0,FALSE,       NA,      NA
884,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,       Train5829,0,FALSE,       NA,      NA
885,                                                                                                @NoraRWBY Good girl. *walks off to refill coffee*,         GazKuro,0,FALSE,       NA,      NA
886,"                               #COFFEE, COFFEE, COFFEE Books by Cal Orey the #Author - Boomerang Books http://t.co/G4GQXLJWoU via @boomerangbooks",     CallieSimon,0,FALSE,       NA,      NA
887,                                                                                                            Nothing beats a cup of coffee at 0630,        hameds27,0,FALSE,       NA,      NA
888,"                 RT @emilyisrvd: I don't even want to go to college I just want to drink some iced coffee, go to a concert, and die at this point", ashley_morgan88,1,FALSE,       NA,      NA
889,                                                                           On my way for coffee. Slept all day. That meeting screwed my sleep up!,      MJacobs_24,0,FALSE,       NA,      NA
890,"     RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",  Daark_Kniiight,1600,FALSE,       NA,      NA
891,"                                                                  Evening coffee and homemade chocolate chip cookies, it just doesn't get better.", Colonel_Reb_TFM,1,FALSE,       NA,      NA
892,                                                                            RT @kikihbuu: The kind of girl who likes over sized shirts and coffee,  jocelyn_israel,9,FALSE,       NA,      NA
893,                                         ?@_LadyBoners: Coffee anyone? http://t.co/z7d050ucvt? why doesn't anyone ever serve me coffee like this?,   MorganMcVeyyy,0,FALSE,       NA,      NA
894,                                                                                                                                           Coffee,      inkadeiraa,0,FALSE,       NA,      NA
895,                                                                                                                  I want a coffee coolatta so bad, TrendSettin_Dez,0,FALSE,       NA,      NA
896,"                                                  I have not reached my evening goals... I am, however, sitting on the back deck drinking coffee.",        Jamberta,0,FALSE,       NA,      NA
897,                                                                                                          early morning coffee is delicious. hhhh, chodel_berkarat,0,FALSE,       NA,      NA
898,                                                                                                          Cup of coffee makes everything better .,      H_dalton22,0,FALSE,       NA,      NA
899,                                        RT @TheScientistLLC: Where do scientists rank among coffee-drinking professionals? http://t.co/7lPILWIXuh,        angberna,20,FALSE,       NA,      NA
900,                                                      Just staring at everyone having Bbq chicken noodle. Tummy acting up : ( only drinks coffee.,        zalyazid,0,FALSE,       NA,      NA
901,"                   RT @Chuck_Criss: If you're ever eating Cinnamon Toast Crunch, pour the remaining cereal milk into your coffee. You're welcome.",       liligoats,125,FALSE,       NA,      NA
902,     RT @ninethreeseven: Got myself a treat for work: cold brew coffee concentrate from @TheMinOfCoffee on Elgin :) #ottawa http://t.co/ABbbcXJ0?, splendid_events,2,FALSE,       NA,      NA
903,"                                                         @jadealferez well if it does, there are plenty of other coffee shops in sacramento muaha",  The_Concepcion,0,FALSE,       NA,      NA
904,       RT @DaniCim: some dude just informed me that coffee has 200 chemicals in it and the 26 that were tested cause cancer as he poured himself?,        mirra_19,121,FALSE,       NA,      NA
905,"     Not bad, easy to drink. Nice coffee flavor. Go Chargers. ? Drinking a Blue Bridge Coffee Stout @ Ty Lewallen ? http://t.co/LHBFq4cLJN #photo",       SWTexan39,0,FALSE,       NA,      NA
906,     RT @StampedeBlue: Cold ?@MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renova?,   BFTB_Chargers,4,FALSE,       NA,      NA
907,"        RT @courtneytargett: hot coffee in the morning, wearing my boyfriend's sweatshirt, boots, leggings, cheering, football, crisp mornings. ?", alexandriamacae,2,FALSE,       NA,      NA
908,       ?@MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop or hosting a renovation show on HGTV.? He really does,       dhayes623,0,FALSE,       NA,      NA
909,                                              RT @FunnyViness: Drinking coffee when I was a child vs. Drinking coffee now https://t.co/e5bx0EDy6z,        Rissahh_,194,FALSE,       NA,      NA
910,                                                 11 hour work day + a night of studying for summer finals = coffee at 9:30 http://t.co/dPCyO99Act,        EmSenske,0,FALSE,       NA,      NA
911,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,   seattlematt32,42,FALSE,       NA,      NA
912,                                                                                                My blood type is coffee. - http://t.co/kqGSQUyvQN,       Pablooski,0,FALSE,       NA,      NA
913,                                        @Scanachi Pronounced koh-pee - Kopi is Indonesian for coffee... and the name of our fave cafe in Chicago!,  highchairkings,0,FALSE,       NA,      NA
914,                                                                        I want this!!! #coffee #icecubes #coolbeans #punny http://t.co/sLg1jdj4TG,    jelenasaurus,1,FALSE,       NA,      NA
915,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,    Juicy_John23,42,FALSE,       NA,      NA
916,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,       BossHogg6,42,FALSE,       NA,      NA
917,                                                                                                                    I miss Georgia coffee so much,    KraftyThings,0,FALSE,       NA,      NA
918,                                                                           Omelette with toast. @ Real Coffee And Tea Cafe http://t.co/Ofuw41TJ4i,       XyzaPaola,0,FALSE,       NA,      NA
919,"     RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",  scottymcnee613,1600,FALSE,       NA,      NA
920,"                                                              /opens the umbrella/ ah, a cup of coffee will do. /look up to the sky/ hug herself/",        LS_Jinri,0,FALSE,       NA,      NA
921,                                            Great day with Coffee Friends in Kona... #LuckyWeGrowCoffee ...C/ w/ 3 others) http://t.co/5hLFN6VrLm, PilianiKopeFarm,0,FALSE,       NA,      NA
922,"             @MeganPaige4l easy, we were pretty much going straight on the street right next to NoDa. I will buy you coffee there bc it's perfect",      Inktensity,0,FALSE,       NA,      NA
923,      The whole purpose of places lyk Starbucks is for ppl wid no decision-making ability whatsoever to mk 6 decisions jst to buy 1 cup of coffee,       appuzzled,0,FALSE,       NA,      NA
924,"                                                                            Sushi, coffee, and frozen yogurt. Literally the perfect date. #inlike",     CollinLouie,0,FALSE,       NA,      NA
925,                                                                                                                            Im noticing a pattern,    Katie_Coffee,0,FALSE,       NA,      NA
926,     Cold ?@MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.?,    StampedeBlue,4,FALSE,       NA,      NA
927,                                                I've never had a cup of coffee. Or more than a sip. I don't like it. #ConfessYourUnpopularOpinion,       drgoddess,0,FALSE,       NA,      NA
928,                                                                                     I want in and out and iced coffee is that so much to ask for,    Brontedeione,0,FALSE,       NA,      NA
929,                                               @kunjal23 recently read they stopped tea coffee vending machines at airport so buy coffee at costa,     ManishManke,0,FALSE,       NA,      NA
930,                                         RT @KekeAndMoreKeke: Y'all females be acting so dumb for a nigga you better wake up and smell the coffee, Pardon_MyTweets,5,FALSE,       NA,      NA
931,                       Barista made my coffee wrong and still gave me both anyway #Starbucks #coffee #caffeine #upallnight http://t.co/iKCNwO8F6t,    ErrrrkaMarie,0,FALSE,       NA,      NA
932,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV., Ray_ofSunShines,42,FALSE,       NA,      NA
933,"           I can never decide if beer snobs or coffee snobs are the most insufferable people. Wah, I had to drink Coors or boohoo instant coffee.",      swansonm88,0,FALSE,       NA,      NA
934,"                        @sweetpeas4me 4 toasting, coffee....I know I'm missing something here, but you get the idea; I GOT SOME BAKING TO DO! lol",  Myheartsathome,0,FALSE,       NA,      NA
935,                                                                               One good coffee The views not to bad either http://t.co/adoKicQdmB,      Scunnyoz13,0,FALSE,       NA,      NA
936,                                                                                        @Atomicdust what a great idea doing a pop up coffee shop!,      amberalesi,0,FALSE,       NA,      NA
937,                                           @ActualGentlemen LOL The word coffee makes me drool already lol...I think I gotta get myself a cup O.O, Tears_Of_Dragon,0,FALSE,       NA,      NA
938,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV., shadowunderfoot,42,FALSE,       NA,      NA
939,                                                                                                       Eating all this coffee icecream so thirsty,        sonizle_,0,FALSE,       NA,      NA
940,      @MalakAbed @Harvard I drink coffee my self as something warm not to weak me up is up to the person why he is drinking coffee for my opinion,          2Abbis,0,FALSE,       NA,      NA
941,                                                                                                           I want some coffee ice cream right now,  Butkus_Matthew,1,FALSE,       NA,      NA
942,                                                                                        #vegan blueberry lime coffee cake. http://t.co/WeGXYsidOv,   HardFeelingsx,0,FALSE,       NA,      NA
943,                                                                                 frank lost his favorite coffee cup and he's visibally distraught,   littleaamatoo,0,FALSE,       NA,      NA
944,                                                                                               @Ariana_privx It had alot of sugar plus the coffee,   JxstinBieberz,0,FALSE,       NA,      NA
945,                                                   @HannahAkil yeah lol go to my website! It's instant healthy coffee! All you need is hot water.,       Higdaddy4,0,FALSE,       NA,      NA
946,"                                                    RT @Luke5SOS: just put chocolate milk in the top of my coffee, I think I just changed history",    omjdirection,11349,FALSE,       NA,      NA
947,      RT @TheMindBlowing: Fat Burning Foods: Grapefruit. Watermelon. Berries. Hot Peppers. Celery. Greek Yogurt. Eggs. Fish. Green Tea. Coffee. ?,   angelakatryss,926,FALSE,       NA,      NA
948,"                                                           @RodKirby BOCI, Business over Coffee International, does social media training weekly!",   LorettaMcNary,0,FALSE,       NA,      NA
949,                                                                                                                          I want iced coffee omfg,           shxo_,0,FALSE,       NA,      NA
950,                                                                                                        #RAC1067 I vote for Coffee Shop by CNBLUE,         CNcabgt,0,FALSE,       NA,      NA
951,"             RT @FrankIero: hahaha @jamiasan :*gives Barista our Starbucks order* Barista: coffee? @jamiasan : yes, isn't this is a coffee store?",  Burymeinblack1,739,FALSE,       NA,      NA
952,                                      #confessyourunpopularopinion why the f is there a hype about Starbucks. It's a coffee shop not God's child.,  _Claire_Ledlow,1,FALSE,       NA,      NA
953,       RT @DaniCim: some dude just informed me that coffee has 200 chemicals in it and the 26 that were tested cause cancer as he poured himself?,    JordynLittle,121,FALSE,       NA,      NA
954,                                                                totally wowed by the talent at the @TBDTheatre Coffee House tonight. Great event!,        glennask,0,FALSE,       NA,      NA
955,"                                                     Today stats: One follower, No unfollowers and followed one person via http://t.co/AdYpmhghAJ", CashLife_Coffee,0,FALSE,       NA,      NA
956,                                                                                Sorry guyz ill switch back to talking about my coffee drinks now.,   kittehpieKCCO,0,FALSE,       NA,      NA
957,     RT @srconrad64: Doesn't get better than this! @STLBiz #MIBW honors super @triciazf @Kaldis_Coffee team with @StJoeAngels http://t.co/fdU8VK?,   Kaldis_Coffee,3,FALSE,       NA,      NA
958,"                                          @jzimmermann11 @DerekAggie06 Someone needs to. I can't, too giddy. Had bourbon. Drinking coffee now....",        thacktor,0,FALSE,       NA,      NA
959,                                                                                                      ?@Tiny_Princess28: I drink too much coffee?,      __catttiie,0,FALSE,       NA,      NA
960,                                                                                                                                 2nd coffee today,        LClarkee,0,FALSE,       NA,      NA
961,"                                                                              Do you prefer tea, coffee or cocoa? ? Coffee http://t.co/tuiCGkOyxS",  RealBasedNigga,0,FALSE,       NA,      NA
962,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,  30AcreFortress,42,FALSE,       NA,      NA
963,                                                        Coffee dates with @kristenayersss are always the best and I'm always sad for them to end.,         Lo_Rowe,0,FALSE,       NA,      NA
964,      @MoveTheSticks: Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV@KaneWhitehurst,     Jack_Tomick,0,FALSE,       NA,      NA
965,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,   chandlerprice,42,FALSE,       NA,      NA
966,                                                          Good morning sukabumi #coffee #love #morning #hometown #latepost http://t.co/YPIKo7RVtw,        ely_puji,0,FALSE,       NA,      NA
967,                                                                                      RT @jessyroberts13: I think I want a cup of coffee #JudgeMe, DakotaMcMillan1,3,FALSE,       NA,      NA
968,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,        dtreeves,42,FALSE,       NA,      NA
969,                                                                                         @mal_ingerer @chriskkenny won't get a coffee there then.,         wallrad,0,FALSE,       NA,      NA
970,                                                                     Tuna sandwich and caramel machiato for breakfast.. ? https://t.co/iAigePJw0j,    shandytresna,0,FALSE,       NA,      NA
971,                                                                                                                             No coffee tonight...,       niraxuero,0,FALSE,       NA,      NA
972,       RT ?@MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.?,     DMercadette,0,FALSE,       NA,      NA
973,                                                                                                        RFTRFT @YoungGunna28x: I want some coffee,     lucifers_vo,0,FALSE,       NA,      NA
974,                                                                    ?@icamagpantay: Coffee shop Bap?xD Jongup was here~~~ http://t.co/ynNKKTpmcs?,  ChezckaLovesDj,0,FALSE,       NA,      NA
975,                                                                                                  Vintage Coffee Pot Image http://t.co/nEmx1S9PjK,   VintageCrafts,0,FALSE,       NA,      NA
976,                                                                                                                     I need coffee in my life rn.,       sexy_soup,0,FALSE,       NA,      NA
977,                                                                                                          I think I want a cup of coffee #JudgeMe,  jessyroberts13,3,FALSE,       NA,      NA
978,"     RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",     deancartner,1600,FALSE,       NA,      NA
979,"                                ?If this is coffee, please bring me some tea; but if this is tea, please bring me some coffee.? ~ Abraham Lincoln",     RemonaWelch,0,FALSE,       NA,      NA
980,                                                                          RT @ZayKennedy69: Hoochies better be happy thy got coffee from me today,    Hannah_Ayeee,1,FALSE,       NA,      NA
981,"        RT @Hajabeg: I remember when I stalked you guys in a coffee shop Yeap, great speech. RT @SkyWarrior108: @/Hajabeg Is it Melise's wedding?",   HappyAngel103,1,FALSE,       NA,      NA
982,                                                                         @RobertZillaSD it's their loss leader. They make money on the coffee. :),          YoBeej,0,FALSE,       NA,      NA
983,                                                                           Fernwood Coffee http://t.co/shQKZZdApc Site: The Dieline | #UberPatrol,      UberPatrol,0,FALSE,       NA,      NA
984,                                                @BurkieYCP Will you still try to turn every coffee shop into your own personal Lord Of The Flies?,      OlegKvasha,0,FALSE,       NA,      NA
985,                                                                                                           @SGanert crying over coffee... Haha no,  ashton_grace23,0,FALSE,       NA,      NA
986,                                                                                   Wait. Hasselhoff ... Cumbies Iced Coffee. .. What's happening?,    Thalia_Patra,0,FALSE,       NA,      NA
987,       RT @DaniCim: some dude just informed me that coffee has 200 chemicals in it and the 26 that were tested cause cancer as he poured himself?,       EduaMares,121,FALSE,       NA,      NA
988,                                                                                    Craving Coffee and #Biscotti cookies right about now. #Dippin,  AmandaPerezFan,0,FALSE,       NA,      NA
989,                                                                                                             Waiting for Brian to bring me coffee,       nicolevm1,0,FALSE,       NA,      NA
990,"      @Wolfbane_Blood *he chuckles softly* not much of a coffee drinker, besides I was just going with the instinct to help, no need to thank me~",   LeoDark_night,0,FALSE,       NA,      NA
991,"                                                                                I need to learn how to make coffee, I rely on Starbucks too much.", MahreeyuuhAshly,0,FALSE,       NA,      NA
992,                                                                                                 RT @whittneestewart: I'm addicted to coffee rush,      xo_Jennaaa,2,FALSE,       NA,      NA
993,                                                                         RT @kitkatkatie29: Having coffee this late was a terrible idea @Bay_Wini,        Bay_Wini,1,FALSE,       NA,      NA
994,                                                                 Coffee Break | By Stephen Criscolo http://t.co/NgNPj7YbtH http://t.co/KVzrY4mEp5,     tunaisfresh,0,FALSE,       NA,      NA
995,"     RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",       ironmiggs,1600,FALSE,       NA,      NA
996,"        Etsy heartbreak on a daily basis: No, I don't need that vintage coffee pot or that handmade terrarium but I want them both and that scarf",        morgmacd,0,FALSE,       NA,      NA
997,@KatrynaCarvalh1 that coffee stuff yess &lt,3 she said she couldn't find the bullet but she didn't even try. My dad went and got it for me :) ) ),       haleymaay,0,FALSE,       NA
998,                                                How often do you drink coffee? ? Almost everyday when school's in session. http://t.co/tBZkbvyg1C,  sarahgriffinnn,0,FALSE,       NA,      NA
999,                                                                                        First morning coffee after Ramadan http://t.co/ZEu6cl9qGY,           abzsz,0,FALSE,       NA,      NA
1000,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,   thedailybeard,42,FALSE,       NA,      NA
,,,,,,
,,,,,,
,,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
,    ,,,,,
